Title,year,population_wdi,pop_under_npl,rate,gini,comparability,source,link
CHN,2005,1303720000,,30.2,48.5,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2006,1311020000,,,48.7,,,
CHN,2007,1317885000,,,44.30879951,,,
CHN,2008,1324655000,,,49.1,,,
CHN,2009,1331260000,,,49,,,
CHN,2010,1337705000,,17.2,48.1,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2011,1345035000,,12.7,47.7,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2012,1354190000,98990000,10.2,47.4,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2013,1363240000,82490000,8.5,47.3,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2014,1371860000,70170000,7.2,46.9,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2015,1379860000,55750000,5.7,46.2,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2016,1387790000,43350000,4.5,46.5,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2017,1396215000,30460000,3.1,46.7,Yes,Poverty: 2019 China Yearbook; Gini: 2018 Yearbook of Household Survey,
CHN,2018,1402760000,16600000,1.7,46.8,Yes,Poverty: 2020 China Yearbook; Gini: 2019 Yearbook of Household Survey,
CHN,2019,1407745000,5510000,0.6,46.5,Yes,Poverty: 2021 China Yearbook; Gini: NBS webse,
CHN,2020,1411100000,,0,46.8,Yes,Poverty: 2021 China Yearbook; Gini: NBS webse,
CHN,2021,1412360000,,,46.6,Yes,People's Living Condition: NBS,https://www.stats.gov.cn/english/Statisticaldata/yearbook/
CHN,2022,1412175000,,,46.7,Yes,People's Living Condition: NBS,https://www.stats.gov.cn/english/Statisticaldata/yearbook/
CHN,2023,1410710000,,,46.5,Yes,People's Living Condition: NBS,https://www.stats.gov.cn/english/Statisticaldata/yearbook/
CHN,2024,1411514160,,,,,,
CIV,2000,16799670,,,,,,
CIV,2001,17245468,,,,,,
CIV,2002,17683897,6668743,38.4,41.34004,No,WDI,
CIV,2003,18116451,,,,,,
CIV,2004,18544903,,,,,,
CIV,2005,18970215,,,,,,
CIV,2006,19394057,,,,,,
CIV,2007,19817700,,,,,,
CIV,2008,20244449,9534515,48.9,43.18373,No,WDI,
CIV,2009,20677762,,,,,,
CIV,2010,21120042,,,,,,
CIV,2011,21562914,,,,,,
CIV,2012,22010712,,,,,,
CIV,2013,22469268,,,,,,
CIV,2014,22995555,,,,,,
CIV,2015,23596741,10260162,44.4,41.34,No,Ongoing poverty assessment,
CIV,2016,24213622,,,,,,
CIV,2017,24848016,,,,,,
CIV,2018,25493988,9889811,39.45,36.82,Yes,Ongoing poverty assessment,
CIV,2019,26147551,,,,,,
CIV,2020,26811790,,,,,,
CIV,2021,27478249,11169588,37.47,33.36,Yes,Poverty update.,
CIV,2022,28160542,,,,,,
CIV,2023,28873034,,,,,,
CIV,2024,29603304,,,,,,
CMR,2000,15091594,,,,,,
CMR,2001,15493253,6300115,40.2,42.13679,No,,
CMR,2002,15914033,,,,,,
CMR,2003,16354326,,,,,,
CMR,2004,16809407,,,,,,
CMR,2005,17275171,,,,,,
CMR,2006,17751333,,,,,,
CMR,2007,18251866,7339760,39.9,42.82006,Yes,,
CMR,2008,18777081,,,,,,
CMR,2009,19319274,,,,,,
CMR,2010,19878036,,,,,,
CMR,2011,20448873,,,,,,
CMR,2012,21032684,,,,,,
CMR,2013,21632850,,,,,,
CMR,2014,22299585,8339964,37.5,46.64087,Yes,,
CMR,2015,23012646,,,,,,
CMR,2016,23711630,,,,,,
CMR,2017,24393181,,,,,,
CMR,2018,25076747,,,,,,
CMR,2019,25782341,,,,,,
CMR,2020,26491087,,,,,,
CMR,2021,27198628,10070926,37.7,40.1,No,,
CMR,2022,27914536,,,,,,
CMR,2023,28647293,,,,,,
CMR,2024,29619528,,,,,,
COD,2000,48616317,,,,,,
COD,2001,50106657,,,,,,
COD,2002,51662071,,,,,,
COD,2003,53205639,,,,,,
COD,2004,54815607,36752712,69.3,,Yes,WDI,
COD,2005,56550247,,,,,,
COD,2006,58381630,,,,,,
COD,2007,60289422,,,,,,
COD,2008,62249724,,,,,,
COD,2009,64270232,,,,,,
COD,2010,66391257,,,,,,
COD,2011,68654269,,,,,,
COD,2012,70997870,44077376,63.9,,Yes,WDI,
COD,2013,73460021,,,,,,
COD,2014,76035588,,,,,,
COD,2015,78656904,,,,,,
COD,2016,81430977,,,,,,
COD,2017,84283273,,,,,,
COD,2018,87087355,,,,,,
COD,2019,89906890,,,,,,
COD,2020,92853164,52183478,56.2,0.51,No,National Report,
COD,2021,95894118,,,,,,
COD,2022,99010212,,,,,,
COD,2023,102262808,,,,,,
COD,2024,105625122,,,,,,
COG,2000,3134030,,,,,,
COG,2001,3254101,,,,,,
COG,2002,3331158,,,,,,
COG,2003,3424653,,,,,,
COG,2004,3543012,,,,,,
COG,2005,3672839,1827958,50.7,46,Yes,"Poverty Assessment, 2017",
COG,2006,3813323,,,,,,
COG,2007,3956329,,,,,,
COG,2008,4089602,,,,,,
COG,2009,4257230,,,,,,
COG,2010,4437884,,,,,,
COG,2011,4584216,1845707,40.9,46.5,Yes,"Poverty Assessment, 2017",
COG,2012,4713257,,,,,,
COG,2013,4828066,,,,,,
COG,2014,4944861,,,,,,
COG,2015,5064386,,,,,,
COG,2016,5186824,,,,,,
COG,2017,5312340,,,,,,
COG,2018,5441062,,,,,,
COG,2019,5570733,,,,,,
COG,2020,5702174,,,,,,
COG,2021,5835806,,,,,,
COG,2022,5970424,,,,,,
COG,2023,6106869,,,,,,
COG,2024,6260440,,,,,,
COL,2000,39215135,,,,,,
COL,2001,39837875,,,,,,
COL,2002,40454050,19764430,49.7,55.78956,Yes,DANE. Encuesta Continua de Hogares,
COL,2003,41057687,19342650,48,53.36629,Yes,DANE. Encuesta Continua de Hogares,
COL,2004,41648268,19365808,47.4,54.84282,Yes,DANE. Encuesta Continua de Hogares,
COL,2005,42220940,18603348,45,53.70499,Yes,DANE. Encuesta Continua de Hogares,
COL,2006,42772910,,,,,,
COL,2007,43306582,,,,,,
COL,2008,43815313,18050516,42,55.53569,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2009,44313917,17524616,40.3,54.39229,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2010,44816108,16367106,37.2,54.72669,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2011,45308899,15179147,34.1,53.51879,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2012,45782417,18770791,41,54.6,No,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2013,46237930,17894079,38.7,54.6,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2014,46677947,17270840,37,54.7,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2015,47119728,17340060,36.8,53.1,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2016,47625955,17526351,36.8,52.7,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2017,48351671,17358250,35.9,51.9,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2018,49276961,17493321,35.5,52.7,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2019,50187406,18318403,36.5,53.5,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
COL,2020,50930662,21951115,43.1,55.3,Yes,DANE. Gran Encuesta Continua ,
COL,2021,51516562,20452075,39.7,56.3,Yes,DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government,
COL,2022,51874024,18985893,36.6,55.6,Yes,DANE. Gran Encuesta Continua ,
COL,2023,52085168,18021468,34.6,55.3,Yes,DANE. Gran Encuesta Continua ,
COL,2024,52340775,166644367,31.8,55.1,Yes,DANE. Gran Encuesta Continua ,
COM,2000,536758,,,,,,
COM,2001,547741,,,,,,
COM,2002,559047,,,,,,
COM,2003,570130,,,,,,
COM,2004,581154,267558,44.8,55.92516,Yes,WDI,
COM,2005,592683,,,,,,
COM,2006,604658,,,,,,
COM,2007,616899,,,,,,
COM,2008,629470,,,,,,
COM,2009,642493,,,,,,
COM,2010,656024,,,,,,
COM,2011,670071,,,,,,
COM,2012,684553,,,,,,
COM,2013,699393,,,,,,
COM,2014,714612,314396,42.4,45.33459,No,EESIC 2014 survey,
COM,2015,730216,,,,,,
COM,2016,746232,,,,,,
COM,2017,761664,,,,,,
COM,2018,776313,,,,,,
COM,2019,790986,,,,,,
COM,2020,806166,358400,44.8,33,No,EHCVM 2020,
COM,2021,821625,,,,,,
COM,2022,836774,,,,,,
COM,2023,852075,,,,,,
COM,2024,867605,,,,,,
CPV,2000,458251,,,,,,
CPV,2001,465958,252031,56.8,52.4963,No,Instituto Nacional de Estatistica (INE).,
CPV,2002,473231,,,,,,
CPV,2003,480089,,,,,,
CPV,2004,486583,,,,,,
CPV,2005,492827,,,,,,
CPV,2006,498884,,,,,,
CPV,2007,504733,220843,45.4,47.18739,Yes,Instituto Nacional de Estatistica (INE).,https://ine.cv/publicacoes/resultados-do-quibb-2007/
CPV,2008,510336,,,,,,
CPV,2009,515638,,,,,,
CPV,2010,521212,,,,,,
CPV,2011,527521,,,,,,
CPV,2012,533864,,,,,,
CPV,2013,539940,,,,,,
CPV,2014,546076,,,,,,
CPV,2015,552166,187585,35.2,42,Yes,Instituto Nacional de Estatistica (INE).,https://ine.cv/publicacoes/resultados-do-iii-inquerito-as-despesas-e-receitas-familiares-2015/
CPV,2016,558394,,,,,,
CPV,2017,564954,,,,,,
CPV,2018,571202,,,,,,
CPV,2019,577030,,,,,,
CPV,2020,582640,,,,,,
CPV,2021,587925,,,,,,
CPV,2022,593149,,,,,,
CPV,2023,598682,129277,24.8,,Yes,Instituto Nacional de Estatistica,https://ine.cv/notas_imprensas/resultados-da-estimativa-de-pobreza-swift-2023/
CPV,2024,511534,,,,,,
CRI,2000,3979193,,,,,,
CRI,2001,4053222,,,,,,
CRI,2002,4122623,,,,,,
CRI,2003,4188610,,,,,,
CRI,2004,4252800,,,,,,
CRI,2005,4315887,,,,,,
CRI,2006,4378172,,,,,,
CRI,2007,4440019,,,,,,
CRI,2008,4501921,,,,,,
CRI,2009,4563127,,,,,,
CRI,2010,4622252,1094816,24.18,50.66,Yes,INEC/Encuesta Nacional de ,
CRI,2011,4679926,1137796,24.84,51.49,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2012,4736593,1089811,23.48,51.54,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2013,4791535,1095102,23.29,52.24,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2014,4844288,1170634,24.58,51.62,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2015,4895242,1137881,23.59,51.58,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2016,4945205,1115261,22.86,52.11,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2017,4993842,1092403,22.14,51.38,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,
CRI,2018,5040734,1142069,22.88,51.37,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2018.,
CRI,2019,5084532,1206711,23.89,51.43,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2018.,
CRI,2020,5123105,1529255,29.96,51.89,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2020,
CRI,2021,5153957,1351668,26.22,52.43,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2021,
CRI,2022,5180829,1329757,25.54,50.39,Yes,INEC/Encuesta Nacional de Hogares (Enaho) 2022,
CRI,2023,5212173,1281052,24.37,50.17,Yes,INEC/Encuesta Nacional de ,
CRI,2024,5246714,1078076,20.3,49.2,Yes,INEC/Encuesta Nacional de ,
DJI,2000,742033,,,,,,
DJI,2001,765490,,,,,,
DJI,2002,789129,,,,,,
DJI,2003,806411,,,,,,
DJI,2004,818373,,,,,,
DJI,2005,830861,,,,,,
DJI,2006,846947,,,,,,
DJI,2007,865196,,,,,,
DJI,2008,882886,,,,,,
DJI,2009,901103,,,,,,
DJI,2010,919199,,,,,,
DJI,2011,936811,,,,,,
DJI,2012,954297,,,45.13425,,,
DJI,2013,971753,206238,23,44.12707,No,,
DJI,2014,989087,,,,,,
DJI,2015,1006259,,,,,,
DJI,2016,1023261,,,,,,
DJI,2017,1040233,201924,21.1,41.58799,No,,
DJI,2018,1057198,,,,,,
DJI,2019,1073994,,,,,,
DJI,2020,1090156,,,,,,
DJI,2021,1105557,,,,,,
DJI,2022,1120849,,,,,,
DJI,2023,1136455,,,,,,
DJI,2024,1152329,,,,,,
DOM,2000,8540791,2670469,31.8,51.3,,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2001,8669040,2787081,32.74,49.8,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2002,8795101,2795427,32.4,49.25856888,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2003,8919852,3591258,41.07,50.49910545,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2004,9043127,4371557,49.36,49.8,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2005,9164768,4231826,47.19,50.76063275,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2006,9284168,3929657,43.32,51.32964849,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2007,9402206,3923713,42.77,49.57755804,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2008,9522948,4011029,43.23,49.57584143,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2009,9648061,3861285,41.16,49.36569631,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2010,9775755,3842128,40.53,48.53790998,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2011,9903737,3767554,39.33,48.21686149,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2012,10030882,3839956,39.66,48.71321023,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2013,10157051,3871834,39.57,47.7889508,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2014,10282115,3435099,34.76,45.78953981,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2015,10405832,3074118,30.8,45.75918615,Yes,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2016,10527592,3507053,34.81,47.0972091,No,Encuesta Nacional de Fuerza de Trabajo (ENFT),
DOM,2017,10647244,3174657,31.22,43.1,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),
DOM,2018,10765531,2902926,28.28,43.9,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),
DOM,2019,10881882,2671681,25.79,43.1,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),
DOM,2020,10999664,3177948,30.42,,Yes,,
DOM,2021,11117873,3231927,30.68,,Yes,,
DOM,2022,11228821,2939136,27.67,37.6,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),
DOM,2023,11332972,2463185,23,37.8,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),
DOM,2024,10943262,2079220,19,38.6,Yes,Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),
ECU,2000,12626507,,,,,,
ECU,2001,12845521,,,,,,
ECU,2002,13070609,,,,,,
ECU,2003,13301184,,,,,,
ECU,2004,13534593,,,,,,
ECU,2005,13770012,,,,,,
ECU,2006,14009061,,,,,,
ECU,2007,14251835,5021405,36.7,55.09,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2008,14496797,4871425,35.1,51.46,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2009,14742766,5069182,36,50.38,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2010,14989585,4683737,32.8,50.46,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2011,15237728,4140745,28.6,47.32,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2012,15483883,4008338,27.3,47.67,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2013,15722989,4063425,25.6,48.5,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2014,15957994,3633446,22.5,46.65,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2015,16195902,3822256,23.3,47.57,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2016,16439585,3831062,22.92,46.6,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2017,16696944,3640029,21.46,45.93,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2018,17015672,3999306,23.22,46.9,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2019,17343740,4316997,25,46.7,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2020,17588595,5785516,33.04,49.77,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2021,17797737,4964728,27.7,47.4,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2022,18001000,4578582,25.2,46.6,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2023,18190484,4728526,26,45.7,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
ECU,2024,18377371,5145663,28,46.3,Yes,"INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
EGY,2000,71371371,,,,,,
EGY,2001,72854261,,,,,,
EGY,2002,74393759,,,,,,
EGY,2003,75963322,,,,,,
EGY,2004,77522427,14774852,19.6,,No,WDI,
EGY,2005,79075310,,,,,,
EGY,2006,80629670,,,,,,
EGY,2007,82218755,,,,,,
EGY,2008,83844783,17486038,21.6,,No,WDI,
EGY,2009,85501064,,,,,,
EGY,2010,87252413,21195116,25.2,,No,WDI,
EGY,2011,89200054,,,,,,
EGY,2012,91240376,23094888,26.3,,No,WDI,
EGY,2013,93377890,,,,,,
EGY,2014,95592324,,,,,,
EGY,2015,97723799,26070332,27.8,,No,WDI,
EGY,2016,99784030,,,,,,
EGY,2017,101789386,33081550,32.5,,Yes,WDI,
EGY,2018,103740765,,,,,,
EGY,2019,105618671,31368744,29.7,,No,WDI,
EGY,2020,107465134,,,,,,
EGY,2021,109262178,,33.5,,No,,
EGY,2022,110990103,,,,,,
EGY,2023,112716598,,,,,,
EGY,2024,107067131,,,,,,
ETH,2000,67031867,,,,,,
ETH,2001,69018932,,,,,,
ETH,2002,71073215,,,,,,
ETH,2003,73168838,,,,,,
ETH,2004,75301026,28879644,38.7,29.80685,Yes,"FDRE, 2017",
ETH,2005,77469940,,,,,,
ETH,2006,79691050,,,,,,
ETH,2007,81996185,,,,,,
ETH,2008,84357105,,,,,,
ETH,2009,86755585,,,,,,
ETH,2010,89237791,25959990,29.6,30,Yes,"FDRE, 2017",
ETH,2011,91817929,,,,,,
ETH,2012,94451280,,,,,,
ETH,2013,97084366,,,,,,
ETH,2014,99746766,,,,,,
ETH,2015,102471895,23470164,23.5,33,Yes,"FDRE, 2017",
ETH,2016,105293228,,,,,,
ETH,2017,108197950,,,,,,
ETH,2018,111129438,,,,,,
ETH,2019,114120594,,,,,,
ETH,2020,117190911,,,,,,
ETH,2021,120283026,40467653,33.1,29,Yes,WB calculation based on HoWStat 2021,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099122324120026973/p17948414314e60791bddc1916bc4acd5d8
ETH,2022,123379924,,,,,,
ETH,2023,126527060,,,,,,
ETH,2024,129757675,,,,,,
FJI,2000,832509,,,,,,
FJI,2001,841320,,,,,,
FJI,2002,849891,,39.8,,Yes,WDI,
FJI,2003,858306,,,,,,
FJI,2004,866694,,,,,,
FJI,2005,874923,,,,,,
FJI,2006,883083,,,,,,
FJI,2007,890648,,,,,,
FJI,2008,896731,,35.2,,Yes,WDI,
FJI,2009,901383,,,,,,
FJI,2010,905169,,,,,,
FJI,2011,908355,,,,,,
FJI,2012,911059,,,,,,
FJI,2013,913453,,34,,Yes,WDI,
FJI,2014,915560,,,,,,
FJI,2015,917200,,,,,,
FJI,2016,918371,,,,,,
FJI,2017,919019,,,,,,
FJI,2018,918996,,,,,,
FJI,2019,918465,207953,24.1,,No,Fiji Bureau of Statistics official release,
FJI,2020,920422,,,,,,
FJI,2021,924610,,,,,,
FJI,2022,929766,,,,,,
FJI,2023,936375,,,,,,
FJI,2024,943072,,,,,,
FSM,2000,111709,,,,,,
FSM,2001,111948,,,,,,
FSM,2002,111992,,,,,,
FSM,2003,111805,,,,,,
FSM,2004,111438,,,,,,
FSM,2005,110940,31753,29.9,,Yes,WDI,
FSM,2006,110301,,,,,,
FSM,2007,109532,,,,,,
FSM,2008,108704,,,,,,
FSM,2009,107868,,,,,,
FSM,2010,107588,,,,,,
FSM,2011,107887,,,,,,
FSM,2012,108232,,,,,,
FSM,2013,108609,42725,41.2,,No,WDI,
FSM,2014,109024,,,,,,
FSM,2015,109462,,,,,,
FSM,2016,109925,,,,,,
FSM,2017,110430,,,,,,
FSM,2018,110929,,,,,,
FSM,2019,111379,,,,,,
FSM,2020,112106,,,,,,
FSM,2021,113131,,,,,,
FSM,2022,114164,,,,,,
FSM,2023,115224,,,,,,
FSM,2024,116300,,,,,,
GAB,2000,1272935,,,,,,
GAB,2001,1306590,,,,,,
GAB,2002,1341696,,,,,,
GAB,2003,1378398,,,,,,
GAB,2004,1417110,,,,,,
GAB,2005,1458353,458822,32.7,42.18499,Yes,EGEP 2005,
GAB,2006,1502534,,,,,,
GAB,2007,1549774,,,,,,
GAB,2008,1599978,,,,,,
GAB,2009,1653542,,,,,,
GAB,2010,1711105,,,,,,
GAB,2011,1772500,,,,,,
GAB,2012,1836705,,,,,,
GAB,2013,1902226,,,,,,
GAB,2014,1966855,,,,,,
GAB,2015,2028517,,,,,,
GAB,2016,2086206,,,,,,
GAB,2017,2140215,676396,33.4,38.02437,No,EGEP 2017,
GAB,2018,2192012,,,,,,
GAB,2019,2242785,,,,,,
GAB,2020,2292573,,,,,,
GAB,2021,2341179,,,,,,
GAB,2022,2388992,,,,,,
GAB,2023,2436566,,,,,,
GAB,2024,2484557,,,,,,
GEO,2000,4077131,,,,,,
GEO,2001,4014373,,,,,,
GEO,2002,3978515,,,,,,
GEO,2003,3951736,,,,,,
GEO,2004,3927340,,,,,,
GEO,2005,3902469,,,,,,
GEO,2006,3880347,1434662,36.9,38.1,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2007,3860158,1502615,38.8,39.7,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2008,3848449,1342811,34.9,39.7,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2009,3814419,1336323,34.9,40.2,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2010,3786695,1417337,37.3,41.6,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2011,3756441,1286783,34.1,41.8,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2012,3728874,1121797,30,41.1,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2013,3717668,974227,26.2,39,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2014,3719414,873474,23.5,39,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2015,3725276,803934,21.6,37.8,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2016,3727505,820300,22,38.9,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2017,3728004,816076,21.9,40.1,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2018,3726549,749656,20.1,37.3,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2019,3720161,726075,19.5,37.5,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2020,3722716,791691,21.3,35.6,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2021,3708610,,17.5,34,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2022,3712502,,15.6,34,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2023,3760365,,11.8,36,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,
GEO,2024,3714511,,9.4,36,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,
GHA,2000,19665502,,,,,,
GHA,2001,20195577,,,,,,
GHA,2002,20758326,,,,,,
GHA,2003,21329514,,,,,,
GHA,2004,21906444,,,,,,
GHA,2005,22496951,6871901,31.9,41.9,Yes,Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate.,
GHA,2006,23098586,,,,,,
GHA,2007,23708320,,,,,,
GHA,2008,24326087,,,,,,
GHA,2009,24950762,,,,,,
GHA,2010,25574719,,,,,,
GHA,2011,26205941,,,,,,
GHA,2012,26858762,6227398,24.2,42.3,Yes,Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate.,
GHA,2013,27525597,,,,,,
GHA,2014,28196358,,,,,,
GHA,2015,28870939,,,,,,
